name,filling,center,sigma_c,skewness,kurtosis,local_Pauling,IonizationPotential,ElectronAffinity,Pauling,WorkFunction,dBandCenter,AtomicRadius,OrbitalRadius
Ni3W-Ni,0.483700284,-0.753982658,2.613947617,-0.086536597,2.035780382,1.950838109,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Ni3Re-Ni,0.600087712,-1.380951829,2.517901209,0.164102774,2.150810865,1.909228904,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Ni3Os-Ni,0.69388029,-1.69593854,2.376861843,0.31706652,2.373214962,1.937190357,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Ni3Ir-Ni,0.800172808,-2.104046671,2.232177609,0.525548054,2.767019287,1.937190357,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ni3Pt-Ni,0.889122167,-2.727345835,2.060424651,0.872734138,3.507405421,1.944122002,9,2.13,2.28,6.74,-2.25,1.53,1.04
Ni3Au-Ni,0.957915085,-3.874407314,1.722358872,1.65584438,6.185730116,1.965230077,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Cu3Sc-Cu,0.157770329,0.963072042,1.771652234,-1.34620359,5.792085285,1.837520241,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Cu3Ti-Cu,0.226091001,0.47905405,1.771068843,-0.815846158,4.866577808,1.860502736,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Cu3V-Cu,0.387342049,0.490537,1.964709356,-0.558426607,3.456388785,1.871100011,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Cu3Cr-Cu,0.491633603,0.351729883,2.276564494,-0.215069589,2.351895166,1.87451556,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Cu3Mn-Cu,0.541187451,-0.9353066,2.378767602,0.127379987,1.862450783,1.861707339,7.43,0,1.55,5.45,0.07,1.43,0.86
Cu3Fe-Cu,0.659492084,-1.225684126,1.865168013,0.177248755,2.573600852,1.892881165,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Cu3Co-Cu,0.768657461,-0.996688834,1.485209399,0.095248097,4.18374699,1.897990463,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Cu3Ni-Cu,0.890354883,-0.929680864,1.218160336,0.083111964,6.859276973,1.900997639,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Cu3Cu-Cu,0.97221492,-2.383500599,1.049694885,1.120234242,9.923549026,1.9,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Y-Cu,0.165125068,1.178106611,2.007880044,-1.223202169,4.738265339,1.817666587,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Cu3Zr-Cu,0.283262529,0.313072487,2.214711569,-0.854927952,3.617335448,1.833426081,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Cu3Nb-Cu,0.404585262,-0.255940908,2.242947837,-0.564716431,3.194965803,1.86762741,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Cu3Mo-Cu,0.530142038,-0.50943747,2.165191975,-0.373550577,3.047209772,1.924525261,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Cu3Ru-Cu,0.749028786,-0.978936504,1.866150707,-0.065902058,3.38686369,1.928059841,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Cu3Rh-Cu,0.82815374,-1.2454293,1.76419009,0.185055137,3.701358101,1.934958815,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Cu3Pd-Cu,0.929688959,-2.180372713,1.579839041,0.654024208,4.601614559,1.928059841,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Cu3Ag-Cu,0.977056794,-4.295907557,1.351058573,2.306789484,11.18238394,1.902978895,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Cu3La-Cu,0.186424625,1.106038168,2.052122301,-0.887614558,4.005461113,1.757295912,5.77,0.5,1.1,3.3,2,1.92,1.58
Cu3Ta-Cu,0.373661222,-0.198248688,2.398808471,-0.552206233,3.040732801,1.855612831,7.89,0.32,1.5,4.86,2,1.62,1.34
Cu3W-Cu,0.479939303,-0.458088145,2.297962819,-0.374412972,2.951249006,1.941643267,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Cu3Re-Cu,0.617460884,-0.827240377,2.231047225,-0.199168659,2.828781497,1.9,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Cu3Os-Cu,0.725466783,-1.089181534,2.117391262,-0.039338152,2.89001393,1.928059841,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Cu3Ir-Cu,0.817713931,-1.470271226,2.010890273,0.218901991,3.091653807,1.928059841,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Cu3Pt-Cu,0.901296527,-2.267235202,1.869685582,0.635022882,3.755402329,1.934958815,9,2.13,2.28,6.74,-2.25,1.53,1.04
Cu3Au-Cu,0.963976344,-4.046061678,1.666163026,1.649231711,6.87978983,1.955967402,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Ru3Sc-Ru,0.182625047,1.857238461,2.049209618,-1.475395605,4.380635568,2.096690385,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Ru3Ti-Ru,0.245603715,1.044311502,1.943389915,-1.091826693,3.810674539,2.122914409,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Ru3V-Ru,0.375456062,0.169423873,1.937983993,-0.763283614,3.191001133,2.13500636,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Ru3Cr-Ru,0.482432524,0.059901458,2.163312499,-0.328663844,2.266570678,2.13890365,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Ru3Mn-Ru,0.551405632,-0.479883383,1.688473839,-0.410827495,3.490617956,2.124288913,7.43,0,1.55,5.45,0.07,1.43,0.86
Ru3Fe-Ru,0.661579875,-1.252789708,1.953974478,0.136918085,2.141205042,2.159859603,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Ru3Co-Ru,0.766052461,-1.252606524,1.571190354,0.1059601,3.221389652,2.165689534,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Ru3Ni-Ru,0.87531247,-1.344762005,1.289588246,0.18647535,4.961372853,2.169120853,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ru3Y-Ru,0.213366147,1.965976208,2.342865335,-1.142119823,3.267918946,2.074036504,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Ru3Zr-Ru,0.300432199,1.133538192,2.536726928,-0.859107623,2.562208793,2.09201877,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Ru3Nb-Ru,0.398237568,0.243351452,2.521587292,-0.569897095,2.198747794,2.131043972,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Ru3Mo-Ru,0.500337722,-0.475134324,2.426979958,-0.313896101,2.105085375,2.195966891,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Ru3Ru-Ru,0.705136056,-1.408708804,2.077544437,0.107532314,2.469528899,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Rh-Ru,0.802176305,-1.76013921,1.930455227,0.348476631,2.869521287,2.207872028,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Ru3Pd-Ru,0.90900781,-2.49060527,1.684790187,0.768306308,3.741706164,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Ru3Ag-Ru,0.969828629,-4.010421038,1.453608785,2.011569716,8.090919079,2.171381551,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ru3La-Ru,0.258371424,1.651583399,2.414867177,-0.892070229,2.6720873,1.992592061,5.77,0.5,1.1,3.3,2,1.92,1.58
Ru3Ta-Ru,0.377016069,0.48960545,2.676021708,-0.623777848,2.168588268,2.117334815,7.89,0.32,1.5,4.86,2,1.62,1.34
Ru3W-Ru,0.46973478,-0.297493539,2.631444178,-0.356581562,1.99315868,2.215499279,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Ru3Re-Ru,0.587597002,-1.084988233,2.482703155,-0.161197996,1.865307726,2.167982503,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Ru3Os-Ru,0.677799981,-1.525663972,2.397188634,0.123623583,2.126006492,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Ru3Ir-Ru,0.778469678,-1.983696831,2.224422333,0.376796914,2.485497696,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ru3Pt-Ru,0.874153148,-2.566703335,2.00287949,0.717603261,3.162534288,2.207872028,9,2.13,2.28,6.74,-2.25,1.53,1.04
Ru3Au-Ru,0.949631507,-3.78573895,1.743345262,1.515392122,5.471824469,2.231843738,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Rh3Sc-Rh,0.16833384,1.743502635,2.061346699,-1.487837592,4.577597224,2.165186214,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Rh3V-Rh,0.370707605,-0.00464058,1.936667322,-0.732828865,3.340265716,2.204753916,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Rh3Cr-Rh,0.475179802,0.107749673,2.222472713,-0.29193147,2.236542688,2.208778525,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Rh3Mn-Rh,0.561470146,-0.542548557,1.624747771,-0.459806687,4.054428115,2.193686346,7.43,0,1.55,5.45,0.07,1.43,0.86
Rh3Fe-Rh,0.654942588,-1.388102649,2.01377108,0.154212804,2.076293781,2.230419078,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Rh3Co-Rh,0.762745891,-1.370424317,1.627658072,0.136746426,3.056250704,2.236439464,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Rh3Ni-Rh,0.867245368,-1.220283532,1.259335222,0.054864212,5.423720544,2.23998288,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Rh3Cu-Rh,0.967621057,-2.11544032,1.067294135,0.746405809,7.313183556,2.238807342,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Rh3Y-Rh,0.189932649,2.003441389,2.406136481,-1.241703523,3.504101643,2.141792263,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Rh3Zr-Rh,0.278276722,0.897199858,2.533833089,-0.892369611,2.677254631,2.160361984,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Rh3Nb-Rh,0.384050361,-0.019251944,2.519347935,-0.568598968,2.298395005,2.200662082,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Rh3Mo-Rh,0.492539848,-0.643947919,2.399993816,-0.322785679,2.257026615,2.267705939,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Rh3Ru-Rh,0.717005282,-1.41750866,2.017976353,0.035414515,2.696510595,2.271870804,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Rh3Rh-Rh,0.790998876,-1.695848465,1.876662314,0.260372166,3.11956573,2.28,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Pd-Rh,0.912363414,-2.284273822,1.625384217,0.616810982,3.876149955,2.271870804,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Rh3Ag-Rh,0.97338109,-3.716564606,1.367978802,1.932978148,8.37613837,2.242317432,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Rh3La-Rh,0.222499235,1.727967222,2.477422825,-0.985600026,2.865285899,2.119730412,5.77,0.5,1.1,3.3,2,1.92,1.58
Rh3Ta-Rh,0.356496312,0.223967141,2.683507246,-0.617748934,2.231150335,2.186505067,7.89,0.32,1.5,4.86,2,1.62,1.34
Rh3W-Rh,0.457029025,-0.498838598,2.62536995,-0.346502366,2.097714329,2.287876422,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Rh3Re-Rh,0.572430286,-1.109940728,2.504105096,-0.118447166,2.114273237,2.238807342,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Rh3Os-Rh,0.681828778,-1.565428037,2.338563586,0.077074172,2.299152161,2.271870804,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Rh3Ir-Rh,0.780744387,-1.937743604,2.160611572,0.305730816,2.652006422,2.271870804,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Rh3Pt-Rh,0.87734515,-2.431053315,1.94243472,0.618626583,3.298480373,2.28,9,2.13,2.28,6.74,-2.25,1.53,1.04
Rh3Au-Rh,0.95492333,-3.576113556,1.675544014,1.417989283,5.552627659,2.304754831,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Pd3Sc-Pd,0.157960412,1.476718967,1.976244271,-1.407986253,4.602338456,2.096690385,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Pd3Ti-Pd,0.225491049,0.467966837,1.893180393,-0.932552387,3.853602506,2.122914409,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Pd3V-Pd,0.366253546,0.092911478,1.895696811,-0.635695427,3.138246281,2.13500636,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Pd3Cr-Pd,0.473913098,0.412126684,2.211553948,-0.233571141,2.079776592,2.13890365,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Pd3Mn-Pd,0.537482057,-0.40544211,2.450656523,0.050724453,1.592168827,2.124288913,7.43,0,1.55,5.45,0.07,1.43,0.86
Pd3Fe-Pd,0.647060118,-1.595334125,2.020154806,0.183582242,1.914268673,2.159859603,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Pd3Co-Pd,0.756049745,-1.455222253,1.611743229,0.182186264,2.738462578,2.165689534,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Pd3Ni-Pd,0.886092475,-1.192556029,1.190434344,0.175784215,5.129497394,2.169120853,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Pd3Cu-Pd,0.974579744,-1.533794079,0.96893223,0.372059196,7.334845067,2.167982503,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Pd3Y-Pd,0.173239318,1.801023683,2.380300848,-1.30172981,3.622280381,2.074036504,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Pd3Zr-Pd,0.259569385,0.659388141,2.463025647,-0.846269476,2.714828665,2.09201877,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Pd3Nb-Pd,0.367438793,-0.270133667,2.385520695,-0.539976684,2.35950158,2.131043972,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Pd3Mo-Pd,0.481077612,-0.765736461,2.182169214,-0.357154239,2.415949399,2.195966891,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Pd3Ru-Pd,0.689048437,-1.195972679,1.855484415,0.014074538,2.685426549,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Pd3Rh-Pd,0.794067335,-1.34512085,1.665274872,0.185825821,3.377779528,2.207872028,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Pd3Pd-Pd,0.917379148,-1.711710888,1.426114733,0.390813626,3.983479784,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Ag-Pd,0.980804688,-3.282090499,1.256079182,1.844661809,8.369892559,2.171381551,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Pd3La-Pd,0.197631335,1.567332666,2.452996458,-1.075921332,3.082458687,2.052672581,5.77,0.5,1.1,3.3,2,1.92,1.58
Pd3Ta-Pd,0.337721386,-0.005784926,2.561967633,-0.582365615,2.321839318,2.117334815,7.89,0.32,1.5,4.86,2,1.62,1.34
Pd3W-Pd,0.43939659,-0.65030265,2.418133919,-0.361595834,2.25359852,2.215499279,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Pd3Re-Pd,0.567887225,-1.136610752,2.25393101,-0.188687959,2.265778883,2.167982503,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Pd3Os-Pd,0.68044064,-1.379937966,2.093194019,-0.013197875,2.415061018,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Pd3Ir-Pd,0.773902734,-1.537075355,1.900555912,0.196636011,2.837302492,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Pd3Pt-Pd,0.883176047,-1.864952187,1.694580118,0.464038167,3.412034098,2.207872028,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pd3Au-Pd,0.967605317,-3.048443973,1.499930721,1.314827136,5.511430494,2.231843738,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Ag3Sc-Ag,0.151955763,0.788058346,1.702327701,-1.552735357,7.605006392,1.863611874,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Ag3Ti-Ag,0.224258328,0.403895255,1.511891328,-0.923363463,7.78500684,1.886920706,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Ag3V-Ag,0.384967861,0.907234139,1.916645589,-0.619731483,3.92820029,1.897668456,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Ag3Cr-Ag,0.491382166,0.628624906,2.247799457,-0.218579873,2.406201687,1.901132503,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Ag3Mn-Ag,0.532130521,-1.16612107,2.412076417,0.140424431,1.775472846,1.888142413,7.43,0,1.55,5.45,0.07,1.43,0.86
Ag3Fe-Ag,0.675514874,-1.11303134,1.839613531,0.110337862,2.688397136,1.919758889,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Ag3Co-Ag,0.777157042,-0.99809941,1.386168359,0.00035143,5.01798861,1.924940735,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Ag3Ni-Ag,0.894553531,-0.548562324,0.996822906,-0.570216537,13.71473628,1.927990612,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ag3Cu-Ag,0.97998543,-1.996307163,0.873615814,0.360248139,16.43548735,1.926978807,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Ag3Y-Ag,0.167696552,1.025324101,2.119424548,-1.457371118,5.699972616,1.843476311,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Ag3Zr-Ag,0.265263765,0.298752675,2.045077693,-1.119554001,5.080048251,1.859459579,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Ag3Nb-Ag,0.409428686,0.156245208,2.004092362,-0.914008888,4.532119095,1.894146546,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Ag3Mo-Ag,0.504019418,-0.081963866,2.056763089,-0.533140293,3.55386436,1.951852311,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Ag3Ru-Ag,0.734293172,-0.781179869,1.609448471,-0.411787388,4.963333561,1.95543708,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ag3Rh-Ag,0.836120838,-0.70434965,1.428635255,-0.391751077,6.619049532,1.962434014,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Ag3Pd-Ag,0.940097461,-1.571877106,1.292985488,-0.030804999,7.390745562,1.95543708,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Ag3Ag-Ag,0.979916623,-3.976142801,1.130814849,2.4147611,16.5596864,1.93,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3La-Ag,0.18997479,0.857423647,2.097065586,-1.299064394,5.259338356,1.781052201,5.77,0.5,1.1,3.3,2,1.92,1.58
Ag3Ta-Ag,0.363214305,0.035092793,2.098980613,-0.940272238,4.461817139,1.881961367,7.89,0.32,1.5,4.86,2,1.62,1.34
Ag3W-Ag,0.47772678,0.009018195,2.116943843,-0.673128628,3.793766172,1.969213382,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Ag3Re-Ag,0.588065457,-0.637272151,2.017606867,-0.438068375,3.589540658,1.926978807,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Ag3Os-Ag,0.717714109,-0.785454428,1.791374885,-0.467624808,4.351466688,1.95543708,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Ag3Ir-Ag,0.818602786,-0.803423397,1.62018139,-0.426001721,5.181202433,1.95543708,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ag3Pt-Ag,0.915410222,-1.5712543,1.496804221,0.067147074,5.847507399,1.962434014,9,2.13,2.28,6.74,-2.25,1.53,1.04
Ag3Au-Ag,0.973829553,-3.489506066,1.328269232,1.501231427,9.875885317,1.98374091,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Os3Sc-Os,0.190230394,1.823350307,2.231467054,-1.521219914,4.872841579,2.096690385,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Os3Ti-Os,0.253825064,1.090617193,2.136798123,-1.171851345,4.217195598,2.122914409,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Os3V-Os,0.388466386,0.176465086,2.167964282,-0.86969956,3.64509796,2.13500636,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Os3Cr-Os,0.49558768,-0.082758931,2.282066986,-0.52675391,2.919764932,2.13890365,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Os3Mn-Os,0.556668798,-0.442354698,2.361191587,-0.11390459,2.115173434,2.124288913,7.43,0,1.55,5.45,0.07,1.43,0.86
Os3Fe-Os,0.667364936,-1.194246679,2.009993414,-0.00758211,2.561601909,2.159859603,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Os3Co-Os,0.776018192,-1.165555238,1.667730394,-0.22235436,4.079600466,2.165689534,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Os3Ni-Os,0.875110262,-1.49121822,1.46240021,-0.027108627,5.112953728,2.169120853,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Os3Cu-Os,0.962215387,-2.626698444,1.224483834,0.688552086,7.049039018,2.167982503,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Os3Y-Os,0.220680679,1.816539082,2.451463451,-1.233084997,3.818827729,2.022284595,6.22,0.31,1.22,3.42,1.95,1.99,1.58
